Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio
IN-2013-36963;VG-21805;FUR-BO-10001196;731,34;2;328,35
GH-2014-6410;JD-6060;OFF-KIT-10001380;1239;4;327,94
ID-2014-41597;MG-17680;FUR-CH-10003616;1680,606;5;327,81
IN-2014-47449;CD-12280;FUR-BO-10000288;2190,75;5;327,55
ES-2014-4622860;DB-13210;TEC-MA-10000753;935,172;4;327,11
ES-2014-2538638;CS-11860;OFF-ST-10000624;1026,96;8;326,35
IN-2014-32084;AF-10885;TEC-PH-10001457;2550;4;326,32
ES-2012-3954494;GG-14650;TEC-CO-10000556;1224,714;4;326,27
ID-2012-79551;BN-11470;TEC-PH-10002601;2667,537;5;326,27
ES-2013-2757712;EM-14065;TEC-PH-10002759;2605,92;4;326,05
IR-2013-1770;BS-1665;OFF-ROG-10001735;2962,68;14;325,93
IN-2014-13597;AC-10450;FUR-TA-10002256;2664;5;325,54
ES-2012-5967582;CK-12205;TEC-CO-10001413;1513,56;4;325,45
ES-2013-1215823;JD-16150;FUR-BO-10003103;1233,63;3;325,32
UP-2011-5440;CC-2550;FUR-LES-10002026;855,15;1;325,04
IT-2011-1646767;MS-17830;TEC-MA-10001777;956,34;4;324,98
CA-2011-122931;SM-20950;OFF-ST-10004459;1801,632;6;324,93
ES-2011-3805636;GT-14710;FUR-CH-10004462;1838,52;5;324,09
IN-2011-40155;CL-12700;TEC-PH-10000499;4498,83;7;323,75
ES-2014-5084020;MM-17920;TEC-PH-10002759;1824,144;8;321,54
MX-2014-108532;CM-12160;FUR-BO-10002580;2344;8;321,42
IN-2014-74847;DB-13060;TEC-PH-10004618;2043,72;14;321,36
MZ-2014-140;JW-5220;OFF-ROG-10001101;856,8;14;321,23
US-2014-154487;BN-11470;OFF-AP-10002252;2509,36;7;320,96
IN-2012-72964;JC-15775;FUR-CH-10000660;819,936;2;320,92
MX-2011-146584;HL-15040;FUR-TA-10001285;2797,248;6;320,38
MX-2012-144848;LH-16900;OFF-ST-10003741;1455,08;11;320,29
ID-2014-27163;DV-13045;FUR-BO-10003046;2189,0898;6;320,28
IN-2012-26274;BT-11530;FUR-TA-10001116;5451,3;6;320,27
IR-2012-660;BM-1650;TEC-MOT-10002272;1291,08;2;319,58
IN-2011-44901;MG-18205;TEC-CO-10004997;1526,52;4;319,53
CA-2014-152975;RB-19705;TEC-PH-10004586;1079,85;3;319,04
MX-2013-123463;FC-14245;FUR-CH-10002780;1869,72;6;318,17
MX-2013-165064;TT-21220;FUR-BO-10004558;1815,24;7;318,08
IN-2014-48261;CY-12745;TEC-CO-10002376;959,76;3;317,81
MX-2014-126711;SJ-20215;TEC-PH-10003457;3045,84;7;317,17
MX-2013-141474;PB-18805;TEC-PH-10000106;2125;5;316,76
CM-2012-6440;BP-1230;TEC-MEM-10002005;976,08;4;316,66
IN-2013-20177;RW-19690;TEC-CO-10003342;1266,36;4;316,59
CA-2014-141733;RW-19540;FUR-CH-10004086;1458,65;5;315,73
ZA-2011-8980;DB-3360;FUR-BEV-10004919;2134,44;4;315,57
ES-2012-2183106;DK-13150;TEC-CO-10003342;4748,436;14;315,29
SF-2013-9730;RW-9540;TEC-OKI-10001385;1867,5;6;314,81
IN-2011-74490;PS-19045;FUR-CH-10003009;1001,7;6;314,7
CA-2012-102281;MP-17470;FUR-BO-10002613;899,136;4;314,38
CA-2014-120138;TB-21625;OFF-BI-10004519;663,92;5;314,27
IN-2014-10979;MO-17800;OFF-AP-10001931;4306,32;8;314,15
IN-2013-72740;NF-18475;OFF-AP-10001305;899,55;3;313,71
IN-2013-15277;MR-17545;TEC-CO-10002150;763,92;4;313,66
IT-2012-2619984;CB-12415;TEC-PH-10004823;2544,24;4;313,58
ID-2012-81056;LC-17050;FUR-CH-10000051;1136,664;4;313,52
IN-2014-27303;RA-19885;FUR-CH-10000602;2301;5;313,45
CG-2012-6760;MG-8145;TEC-CIS-10002259;3908,88;6;313,31
CA-2013-114489;JE-16165;FUR-CH-10000454;1951,84;8;312,22
CA-2014-160885;JK-16090;TEC-PH-10001795;2479,96;4;312,14
ID-2013-69345;EM-13960;OFF-AP-10001824;2249,16;4;311,14
MX-2012-122756;DJ-13420;OFF-AP-10002681;2528,26;7;310,75
ES-2014-4107155;CD-11920;FUR-TA-10003268;1461,135;5;310,17
MX-2013-147844;BO-11425;TEC-PH-10003457;3045,84;7;309,75
CA-2011-116246;LW-17215;FUR-CH-10002024;3785,292;6;309,69
CA-2014-143686;PJ-19015;TEC-AC-10001838;1399,93;7;309,52
ID-2014-27765;KM-16720;FUR-BO-10002204;2152,956;8;309,11
ES-2013-5135305;SV-20785;TEC-AC-10004571;1244,1;5;309
MX-2011-131478;BG-11695;FUR-CH-10004095;2226,816;9;308,66
IN-2014-57837;CS-12130;FUR-BO-10001212;1586,412;4;307,98
CA-2013-133711;MC-17425;TEC-MA-10000010;3040;8;307,85
IZ-2014-7800;BD-1635;OFF-KIT-10003683;3425,4;6;307,83
ES-2014-1107818;RF-19345;OFF-AP-10004512;1136,94;2;307,43
ID-2013-60896;JE-16165;FUR-BO-10000980;677,6352;2;307,25
IR-2014-890;MG-7680;FUR-BUS-10004644;731,34;2;305,98
CA-2011-163223;KH-16690;TEC-PH-10000730;3499,93;7;305,29
IN-2014-16887;CC-12475;TEC-CO-10002040;1272,72;4;305,27
ES-2013-1525878;LT-16765;OFF-AP-10002321;1856,34;6;305,25
ES-2014-3691479;FH-14365;TEC-PH-10000493;2295;4;305,2
ES-2012-3533091;BF-10975;TEC-PH-10001396;1622,1825;3;305,16
IN-2013-72390;CJ-12010;TEC-PH-10000896;1063,44;7;304,95
HU-2014-960;SH-9975;TEC-MEM-10002202;3449,88;14;304,75
US-2012-110436;SL-20155;FUR-BO-10001356;585,456;3;304,53
LI-2014-5380;NC-8340;TEC-SHA-10001231;1429,44;4;304,5
SF-2013-8920;JB-5400;FUR-HON-10001960;1057,8;2;304,36
IN-2013-36963;VG-21805;FUR-BO-10000980;1092,96;3;304,16
MX-2014-117051;TB-21250;FUR-TA-10002966;1483;5;303,65
MX-2014-133830;PS-18970;OFF-AP-10002252;1792,4;5;303,63
ES-2014-3540255;BB-11545;FUR-BO-10001943;2455,677;7;303,59
GG-2012-8530;SG-10470;TEC-BRO-10004802;1900,44;6;303,45
IN-2013-60546;SP-20920;TEC-PH-10001751;3712,59;7;302,99
IN-2012-44278;NZ-18565;TEC-CO-10003102;2372,22;9;302,82
IN-2011-35178;Dp-13240;TEC-PH-10003713;5725,35;9;302,61
ES-2014-2421154;GZ-14470;FUR-BO-10000967;2553,18;7;302,55
MX-2014-123512;AH-10075;OFF-AP-10002317;2003,52;6;302,48
PL-2014-9210;CB-2025;TEC-SHA-10000971;1188,36;4;302,14
IN-2011-43375;SC-20050;TEC-PH-10004664;2875,095;5;302,01
IT-2013-4559122;AM-10705;FUR-CH-10000546;2380,5;5;301,73
AL-2011-7440;SC-10230;TEC-STA-10002497;1619,1;10;301,73
ID-2012-39903;JS-15595;OFF-AP-10004964;2821,7178;6;301,26
ID-2012-48639;BS-11380;TEC-CO-10001895;2991,1032;9;300,6
IN-2013-42864;TC-21295;OFF-AP-10002573;1798,6764;4;300,5
RS-2013-7430;JL-5130;TEC-APP-10000308;2544,84;4;299,4
IN-2013-41975;Dp-13240;FUR-CH-10002061;951,72;2;299,12
IN-2014-78725;NF-18385;TEC-PH-10001670;2575,92;4;298,83
ES-2014-4089082;AS-10090;OFF-AP-10001623;1699,83;3;298,77
IN-2013-11938;EL-13735;FUR-BO-10001255;2634,552;8;298,63
IN-2013-34170;FH-14275;FUR-BO-10002990;3707,352;11;298,44
IN-2014-53427;LT-16765;FUR-TA-10004711;4298,85;5;297,81
IN-2014-41786;BN-11470;OFF-AP-10002793;3417,48;6;297,2
ES-2012-1691714;BP-11230;OFF-AP-10000584;2080,32;4;296,98
IN-2011-51740;DM-13525;TEC-PH-10000720;840,6;5;296,68
CA-2013-107783;OT-18730;OFF-BI-10000545;1369,764;6;296,1
CD-2013-4900;SM-10320;OFF-SME-10000538;1288,8;10;296,08
IN-2012-63787;PM-19135;FUR-BO-10002736;660,69;5;296,01
MW-2014-7130;TS-11430;OFF-CUI-10000682;3234,24;6;295,74
MX-2013-147690;TS-21340;TEC-PH-10002672;2171,3;5;294,97
IN-2014-34317;AM-10705;TEC-AC-10002244;2074,734;9;294,73
MX-2014-127005;LS-17245;TEC-PH-10000018;849,8;2;294,57
IN-2013-26519;DR-12940;FUR-BO-10004852;1177,173;3;294,55
CA-2013-1260;DW-3480;TEC-HEW-10003829;2270,34;6;294,25
CA-2014-123967;SF-20200;FUR-TA-10003954;2665,62;9;294,17
IN-2013-57914;CM-11815;TEC-PH-10000303;2863,08;9;293,78
ES-2014-2598901;FG-14260;OFF-AP-10001593;1253,07;5;293,46
IR-2012-1470;KN-6705;OFF-BRE-10001107;3369,24;6;293,12
WA-2014-7260;TB-11520;TEC-MEM-10002005;1464,12;6;293,07
IT-2012-2093927;GM-14440;FUR-BO-10002708;1273,125;7;291,93
CA-2014-113418;CM-12655;TEC-MA-10002428;1704,89;11;291,68
MX-2014-167325;JB-15400;TEC-CO-10003655;1258,7774;5;291,63
IN-2014-68057;JS-16030;FUR-CH-10001271;2584,008;7;291,06
IN-2013-16999;AM-10705;TEC-CO-10000447;1482,39;6;290,69
MX-2014-139164;SF-20200;TEC-PH-10000018;1274,7;3;290,52
CA-2011-145387;AM-10705;FUR-CH-10002320;1604,9;5;289,82
MX-2012-131758;JF-15295;FUR-CH-10001332;2818,08;9;289,52
ID-2014-74238;KH-16510;FUR-CH-10002573;1046,25;3;289,32
IN-2012-27583;DL-13330;TEC-PH-10001699;3187,2;5;289,17
IN-2012-56073;KN-16390;FUR-CH-10000660;4099,68;10;288,98
IN-2012-37698;SV-20935;OFF-ST-10000704;703,35;5;288,75
IN-2014-25063;MD-17860;TEC-CO-10003354;2293,488;8;288,63
ES-2012-5420110;LS-17200;TEC-MA-10002918;1238,6115;9;288,47
MX-2014-169313;JM-15865;FUR-CH-10001588;1715,056;7;288,1
CA-2014-158729;AC-10450;OFF-SU-10002881;1665,62;2;287,77
IN-2014-80286;CM-12445;FUR-CH-10000051;2841,66;6;287,24
IT-2013-3695467;SS-20140;OFF-AP-10001623;3399,66;12;286,87
IN-2012-75904;BW-11110;TEC-MA-10001752;1607,76;6;286,74
IN-2013-71333;JE-15610;TEC-PH-10004006;840,15;5;286,67
IN-2013-25560;GH-14425;FUR-BO-10000035;1236,33;3;286,57
IN-2014-25847;JK-16090;OFF-AP-10003275;2488,56;8;286,53
MX-2011-125045;SM-20320;OFF-AP-10003561;1124,256;7;286,46
CA-2013-128818;CJ-12010;TEC-MA-10000488;3999,95;5;286,44
US-2014-168046;GR-14560;FUR-TA-10004154;726,72;3;286,37
US-2012-100377;TS-21370;TEC-CO-10001046;2799,96;5;286,3
MA-2013-1850;DH-3675;TEC-STA-10003330;1519,92;6;286,2
RS-2011-3350;MM-8280;TEC-CAN-10000932;1279,32;4;286,19
IN-2014-35983;SW-20275;FUR-CH-10000994;723,3;5;286,01
IR-2011-7220;PM-9135;TEC-MOT-10003348;642,69;1;285,83
IN-2012-50207;GH-14425;FUR-BO-10003783;2619;8;285,65
ID-2012-17601;JM-15865;OFF-AP-10001329;1704,87;6;285,61
ES-2012-2224678;CM-12115;TEC-CO-10004563;1715,91;7;285,12
IN-2012-50788;SC-20845;TEC-PH-10001751;1278;2;284,81
MO-2013-60;GP-4740;OFF-HOO-10001783;1234,56;4;284,7
ES-2011-5752766;AF-10870;OFF-AP-10003558;4195,2;8;284,51
IT-2012-5541212;TS-21505;FUR-BO-10000170;1765,395;5;284,19
MX-2013-148453;CR-12730;FUR-TA-10002101;1480,368;3;283,93
MX-2012-153157;FH-14365;TEC-PH-10000419;2968,98;7;283,69
ID-2011-66475;BM-11575;FUR-TA-10001494;2301,138;7;283,36
ES-2014-5295631;AH-10030;FUR-BO-10001165;1100,52;3;283,25
IN-2011-76758;AG-10495;TEC-CO-10000562;2518,95;7;283,09
ES-2014-1015287;BN-11470;FUR-BO-10003697;996,3;5;282,58
CA-2014-136308;MW-18235;TEC-MA-10000488;1919,976;3;282,43
AU-2011-0;AG-675;FUR-HON-10003871;922,95;1;282,09
ES-2013-2003988;SW-20755;FUR-BO-10003103;1850,445;5;281,82
MX-2014-113845;CS-12460;FUR-BO-10001946;664,56;6;281,74
ES-2014-1356130;SK-19990;TEC-AC-10004849;1547,1;6;280,54
IN-2014-34632;MP-18175;OFF-AP-10003621;2190,951;5;280,47
MX-2012-111178;AG-10900;OFF-AP-10001106;3242,88;9;279,53
MO-2012-100;AJ-960;TEC-SAM-10004785;2544,6;4;279,11
UP-2013-910;MC-7275;TEC-CIS-10002344;2605,56;4;278,98
IT-2013-2494403;JF-15295;OFF-ST-10004267;1271,457;11;278,75
CA-2013-162236;ER-13855;FUR-TA-10002533;876,3;10;278,5
SA-2011-1830;MM-7260;TEC-STA-10003386;1207,56;4;278,34
IN-2012-44068;EJ-13720;FUR-BO-10004043;2051,1;5;278,13
MX-2013-137330;MS-17365;TEC-PH-10001712;2544,24;6;277,93
CA-2011-108609;AJ-10780;FUR-TA-10003954;1421,664;8;277,66
ES-2014-1393638;DH-13675;FUR-BO-10000259;1314,45;3;277,29
CA-2011-164973;NM-18445;TEC-MA-10002927;3991,98;2;276,89
MX-2013-105585;HE-14800;FUR-TA-10004801;980,32;2;276,71
CA-2011-116666;KT-16480;TEC-CO-10001449;1799,97;5;276,7
IN-2011-33183;SB-20170;FUR-BO-10004771;2470,5;6;276,29
CA-2013-139997;EM-14140;TEC-CO-10000971;1499,95;5;276,23
IN-2012-83471;VT-21700;FUR-BO-10001370;877,02;2;275,91
US-2012-126214;JS-15880;FUR-TA-10003748;1618,37;13;275,6
IN-2012-80391;BC-11125;TEC-CO-10002122;1917,36;6;275,57
IN-2011-19330;NF-18595;TEC-MA-10002468;2173,5;7;275,52
CA-2013-147256;FC-14245;OFF-AP-10003057;1927,59;7;274,82
CA-2012-8790;RH-9600;OFF-BRE-10002706;1799,1;6;274,75
IT-2011-4752666;RB-19330;FUR-BO-10004388;1814,25;5;274,63
ES-2012-2287053;CS-11950;OFF-AP-10004201;1293,675;5;274,58
ES-2014-4472745;BW-11110;OFF-AP-10004511;2477,55;5;273,88
CA-2013-155845;CM-12235;TEC-AC-10004145;1399,944;7;273,79
IN-2012-53420;LW-16825;TEC-CO-10004961;723,3;2;273,63
ES-2014-5474746;RD-19585;TEC-CO-10004089;2097,12;8;273,57
CA-2013-110492;JS-15880;OFF-ST-10003716;1350,12;6;273,44
IN-2014-58460;BT-11680;OFF-AP-10000675;3242,88;6;271,59
US-2014-102890;SG-20470;FUR-TA-10000577;1044,63;5;271,32
CA-2014-141789;AC-10450;OFF-BI-10001359;1793,98;2;271,12
IT-2014-2185471;TB-21175;FUR-BO-10003559;597,36;4;271,01
UP-2013-1070;MD-7860;OFF-HAM-10004896;3955,14;14;270,65
IN-2014-79544;JH-16180;FUR-BO-10004842;796,824;6;270,56
ES-2014-3535439;CC-12145;TEC-AC-10003506;2305,26;9;270,26
MX-2011-134705;XP-21865;FUR-TA-10003926;2833,76;10;269,94
IN-2011-10055;TS-21370;OFF-AP-10003598;2077,32;4;269,89
MX-2014-157077;ML-17410;FUR-BO-10002300;1916,88;7;269,76
MX-2014-124744;MY-18295;FUR-BO-10004472;1212,5;5;269,53
CA-2014-122490;TT-21070;FUR-CH-10001215;2404,704;6;269,03
ES-2013-1706935;BS-11665;TEC-PH-10001066;1622,565;3;268,19
IN-2014-81154;NL-18310;TEC-CO-10000847;856,44;6;268,13
US-2013-126452;SC-20230;FUR-TA-10003569;2887,056;9;268,1
IT-2014-3335279;CA-11965;FUR-BO-10002812;1361,043;9;268,04
IN-2014-78186;QJ-19255;TEC-CO-10002035;3391,74;9;267,93
MX-2013-101077;RE-19450;TEC-PH-10002815;2375,296;7;267,78
SF-2012-9340;CP-2085;FUR-SAU-10001776;889,02;6;267,64
RS-2011-7040;JK-5730;FUR-CHR-10002686;1782,48;4;266,4
ES-2012-5708011;HZ-14950;TEC-CO-10000660;667,7685;3;266,02
ID-2014-42262;AR-10570;TEC-CO-10004170;1612,845;5;266
IT-2013-4354136;EH-14005;OFF-ST-10001478;845,208;7;265,85
IN-2012-29130;JR-15700;OFF-AP-10003275;2799,63;9;265,46
IN-2013-47071;PL-18925;OFF-AP-10003275;1549,1286;6;265,14
MX-2012-132038;TC-21145;TEC-PH-10004074;1696,4;4;264,89
MX-2012-167892;DG-13300;OFF-AP-10004031;935,5;5;264,43
ES-2013-4477075;LW-16990;TEC-MA-10004535;2036,8125;9;263,82
ES-2012-5168556;Dl-13600;TEC-AC-10001566;980,52;4;263,71
ES-2013-4100927;SC-20095;TEC-CO-10002174;1654,644;8;263,47
CA-2014-131254;NC-18415;OFF-BI-10003527;1525,188;6;263,47
ID-2014-29032;EB-13930;FUR-CH-10003232;2063,7684;6;263,01
MO-2013-60;GP-4740;TEC-CIS-10001938;1457,28;8;262,66
IN-2011-33183;SB-20170;TEC-CO-10003901;1693,23;7;262,52
US-2014-167402;CP-12085;OFF-SU-10002881;4164,05;5;262,42
MX-2013-140382;SM-20005;FUR-TA-10001229;1411,2;6;262,11
IT-2011-3410434;JR-15670;OFF-AP-10001623;2039,796;4;262,11
IN-2012-51810;CM-12160;TEC-PH-10001457;5737,5;9;261,87
IN-2012-76408;DL-12925;TEC-CO-10002283;1641,087;7;261,52
MX-2011-115686;FM-14290;FUR-BO-10000728;1380,9;5;261,26
IN-2011-17594;DP-13165;TEC-PH-10001751;1917;3;261,08
IN-2013-85662;CK-12595;FUR-BO-10001309;823,5;2;260,6
CA-2013-168354;RH-19510;FUR-CH-10004675;872,32;4;260,38
IN-2013-42269;GM-14440;TEC-PH-10000030;3180,75;5;260,29
ES-2013-5114628;CM-11830;TEC-MA-10004609;2910,1875;11;259,97
CA-2011-126683;PP-18955;FUR-TA-10002958;2348,82;9;259,81
CA-2014-167752;RW-19690;OFF-AP-10002945;1924,16;8;259,62
IN-2013-52552;MM-17260;TEC-PH-10003891;910,35;5;259,57
ES-2014-2648154;ME-17320;FUR-TA-10002786;856,68;2;259,34
MX-2013-115742;CS-12490;FUR-CH-10000843;1731,072;7;259,25
IT-2013-1659438;GH-14410;TEC-PH-10003513;1330,992;12;259,12
CA-2011-167199;ME-17320;FUR-CH-10004063;2573,82;9;258,99
MX-2014-107181;MC-17635;TEC-AC-10000203;1914,08;14;258,96
MX-2014-124002;VT-21700;TEC-PH-10000419;3393,12;8;258,84
US-2014-165456;TB-21625;FUR-CH-10003981;1079,316;6;258,42
IN-2014-25091;SJ-20215;TEC-CO-10004961;1446,6;4;258,02
IN-2011-24832;CD-11920;FUR-CH-10002250;3272,01;7;257,63
ID-2013-71522;TA-21385;OFF-AP-10000487;3386,859;7;257,24
IT-2011-2051710;DJ-13420;TEC-PH-10003683;728,532;7;257,16
IN-2012-60126;DP-13105;OFF-AP-10003500;2498,526;9;257,16
QA-2014-940;LM-7065;TEC-MOT-10000554;2575,92;4;256,87
ES-2012-2930191;AR-10510;FUR-BO-10000490;2546,46;7;256,7
IN-2013-50214;JH-15910;FUR-BO-10001749;2888,76;7;256,64
IN-2012-33288;PC-19000;TEC-AC-10003753;1031,4;4;256,26
ES-2014-2565448;CM-12235;TEC-PH-10000037;1237,44;8;255,92
CG-2014-4630;DK-3375;TEC-STA-10003447;1018,32;4;255,69
ES-2012-4765389;NM-18520;OFF-SU-10000076;600,6;13;255,57
ES-2013-2453999;EG-13900;FUR-BO-10004999;2756,943;7;255,56
ID-2014-68183;AH-10075;OFF-AP-10003032;1534,869;3;255,42
IN-2013-48324;DK-12895;TEC-CO-10003819;1781,136;8;255,36
IN-2013-83191;AS-10630;TEC-PH-10002962;6439,8;10;255,36
US-2012-158323;CL-11890;TEC-PH-10000808;1363,2;8;255,17
ES-2012-3552576;CA-12265;FUR-CH-10002585;3315,27;7;254,92
CA-2013-162355;PF-19165;FUR-BO-10004695;1266,86;7;254,77
ES-2012-5359319;DB-12970;TEC-MA-10003557;2123,028;8;254,54
ES-2014-3182169;PC-19000;TEC-CO-10001191;2478,84;7;254,47
IN-2011-52209;VS-21820;OFF-AP-10003795;1894,536;4;254,37
CA-2013-106530;CL-12565;OFF-ST-10002011;1006,056;3;254,13
US-2013-140158;DR-12940;TEC-CO-10001449;5399,91;9;254,03
IN-2012-14920;JR-15670;TEC-CO-10003102;1317,9;5;253,95
ES-2014-1972860;NF-18475;TEC-CO-10001839;1350,09;7;253,73
IN-2013-73608;MF-17665;TEC-MA-10002148;1839,18;7;253,5
CA-2013-129630;IM-15055;TEC-CO-10003763;2799,96;5;253,33
ES-2013-1776729;EB-13930;TEC-PH-10004823;1908,18;3;253,26
MX-2014-116267;EB-13975;TEC-CO-10000137;1264,466;5;253,25
CA-2013-103982;AA-10315;OFF-SU-10000151;3930,072;3;253,2
ES-2012-4934238;JH-15820;TEC-PH-10004910;965,16;7;253,09
IT-2013-5930911;MV-17485;OFF-ST-10000288;748,116;4;253,03
ES-2012-2674466;JW-15955;FUR-BO-10004844;943,866;7;252,9
IN-2014-54708;LA-16780;FUR-BO-10001822;1447,44;4;252,36
ES-2013-5085939;FM-14215;TEC-AC-10003265;1552,5;6;252,17
CA-2011-163748;HG-15025;TEC-CO-10002095;1999,96;5;252,11
CA-2014-121559;HW-14935;OFF-AP-10002945;2405,2;8;252
CA-2014-105214;TS-21610;FUR-CH-10000015;1212,96;7;251,88
MX-2013-109141;MC-17575;FUR-CH-10000885;919,26;3;251,57
MX-2013-100223;MC-17635;TEC-PH-10003457;3045,84;7;251,05
IN-2013-59888;CR-12625;TEC-PH-10000169;766,872;2;250,36
MO-2011-6660;JF-5415;FUR-BAR-10000946;2880,18;6;250,06
MX-2013-158106;AH-10210;OFF-AP-10001776;1403,36;4;250,03
US-2011-158554;LH-16750;OFF-AP-10000663;1819,104;6;249,64
US-2012-134558;PM-19135;TEC-AC-10004145;2249,91;9;248,96
IN-2011-47596;PO-19195;FUR-TA-10004383;2018,331;9;248,91
IN-2011-44901;MG-18205;FUR-BO-10002462;2065,5;5;248,81
IN-2011-25084;BM-11785;TEC-CO-10003354;1274,16;4;248,59
IN-2014-46777;KD-16345;FUR-BO-10003282;2485,62;6;248,41
IT-2014-5245370;TS-21610;OFF-AP-10000584;1560,24;3;247,99
IN-2011-73160;AR-10510;TEC-PH-10000780;3271,2;5;247,7
US-2013-130855;PG-18895;FUR-CH-10001332;751,488;3;246,73
MX-2013-147291;LC-17050;TEC-PH-10002815;2120,8;5;246,39
ES-2014-5576647;DJ-13420;TEC-MA-10001009;2102,832;8;246,17
ES-2011-1808201;HK-14890;TEC-MA-10004655;820,488;8;246,09
CA-2014-102204;CJ-12010;FUR-CH-10002024;2803,92;5;246,07
IN-2011-12526;RR-19315;TEC-CO-10002040;1718,172;6;246,05
TZ-2013-3060;HH-5010;OFF-HAM-10003368;553,44;8;246,05
ES-2012-3032254;SH-20635;FUR-TA-10002467;2794,2525;5;245,86
ES-2013-5135305;SV-20785;FUR-CH-10004774;1242,54;3;245,83
CA-2014-118724;AR-10825;TEC-PH-10002549;1626,192;9;245,6
IN-2012-55625;DV-13465;TEC-PH-10003794;1274,7;2;245,57
MO-2013-5590;RP-9855;TEC-BEL-10003985;1553,76;6;245,57
MX-2014-118332;NF-18385;FUR-TA-10003641;2205,568;8;245,07
CA-2014-157854;DM-13345;OFF-BI-10001359;2690,97;3;244,88
ES-2011-1406120;LR-17035;TEC-PH-10000160;3227,7;5;244,67
IN-2014-17230;DR-12940;FUR-CH-10002573;1395;3;244,5
ES-2014-5714196;AF-10870;FUR-TA-10002951;2291,835;7;244,3
CF-2011-2380;IM-5055;FUR-BUS-10004820;1660,8;4;244,07
ID-2013-76534;VG-21805;FUR-TA-10004745;2436,672;4;244,03
CA-2014-109085;CK-12325;FUR-CH-10003981;899,43;5;243,89
RS-2011-8730;AS-285;FUR-HAR-10004086;954,6;10;243,85
MX-2012-132955;DK-12985;OFF-AP-10003287;1903;5;243,79
CA-2012-160227;ED-13885;FUR-CH-10002073;2621,322;11;243,77
ES-2014-1133803;RW-19540;TEC-CO-10001678;1590,9;5;243,57
IZ-2014-2150;EH-4185;FUR-BUS-10002040;1467,36;4;243,14
IN-2014-43550;ML-17395;FUR-BO-10004679;1091,2806;3;243,11
MX-2012-122329;BF-11215;TEC-CO-10003346;2014,3632;8;243,06
CG-2013-4000;MB-7305;FUR-CHR-10002165;3877,68;8;242,9
US-2014-105998;CR-12580;FUR-TA-10001095;1673,184;12;242,63
US-2012-150630;TB-21520;FUR-BO-10004834;3083,43;7;242,6
IN-2014-35766;KN-16450;TEC-PH-10002683;2863,35;5;242,57
IN-2014-17580;HR-14770;FUR-CH-10000974;2841,66;8;242,38
ES-2014-5507713;CK-12760;TEC-MA-10003223;765,459;3;242,18
IN-2014-26120;PB-19210;OFF-AP-10000647;1887,84;4;241,89
US-2011-167262;AC-10450;TEC-PH-10000486;742,336;8;241,86
CA-2011-141649;DM-12955;OFF-AP-10003217;795,408;6;241,68
MX-2014-101980;AA-10480;OFF-AP-10001106;1801,6;5;241,54
IT-2013-3085011;EB-13840;TEC-PH-10003492;779,28;5;241,34
AG-2011-8180;RO-9780;TEC-EPS-10004558;613,26;2;241,33
CA-2014-167395;KM-16720;TEC-PH-10004977;979,95;5;240,88
IN-2014-85011;MR-17545;FUR-CH-10002980;1837,56;4;240,32
ES-2013-4779701;SP-20920;OFF-AP-10004512;3979,29;7;240,17
CA-2013-165848;EN-13780;TEC-MA-10003356;1349,85;3;240,11
MX-2013-105046;AH-10465;TEC-CO-10003262;1198,2986;5;240,09
CA-2012-164301;EB-13840;FUR-TA-10001889;3393,68;8;240,06
IN-2014-25014;AH-10585;FUR-BO-10003282;1864,215;5;239,83
TU-2011-6390;CV-2805;FUR-HAR-10002873;1142,64;6;239,71
IT-2014-3219372;JK-15325;FUR-BO-10003126;1630,8;5;239,69
LH-2012-9760;RB-9435;TEC-CIS-10002259;1172,664;6;239,69
IR-2013-3500;AG-525;TEC-MOT-10002560;2021,88;14;239,62
MX-2012-133305;AR-10345;FUR-BO-10003873;836,928;4;239,22
SA-2014-1380;MW-8220;TEC-CIS-10002344;1302,78;2;239,04
EG-2012-520;AH-210;OFF-BRE-10004436;2243,88;4;238,95
IN-2014-17503;FC-14245;TEC-PH-10000214;1221,561;11;238,9
IN-2011-36711;ML-17410;OFF-AP-10004168;1609,29;3;238,76
ID-2014-26960;TH-21235;TEC-CO-10001222;1596,51;6;238,52
CA-2014-143567;TB-21175;FUR-CH-10000454;975,92;4;238,51
IN-2013-11546;TW-21025;TEC-CO-10000972;2018,88;12;238,34
SF-2014-3260;LT-7110;TEC-OKI-10002750;1885,32;6;238,23
IT-2011-3911927;KN-16390;FUR-TA-10002497;3119,34;7;238,03
ES-2014-5852851;HD-14785;FUR-BO-10002708;1964,25;6;237,78
CA-2011-124688;CC-12610;FUR-TA-10003569;1202,94;3;237,41
ID-2014-84269;BE-11455;FUR-CH-10002980;1653,804;6;237,38
SA-2014-1290;MC-7575;TEC-PAN-10000577;621;2;237,28
IN-2012-63759;CS-12460;TEC-CO-10004027;2673,81;9;237,05
ES-2014-1854100;ME-17320;FUR-BO-10001392;1307,97;3;236,79
IT-2014-5204858;SW-20275;TEC-PH-10002935;1145,232;3;236,69
CA-2014-103212;MH-18025;FUR-TA-10003473;1504,52;4;236,63
MX-2012-102848;CR-12820;TEC-CO-10000051;1902,10816;8;236,56
ES-2014-4675868;HM-14860;TEC-CO-10001008;1913,4;10;236,49
MZ-2014-5860;CC-2475;FUR-SAF-10002112;1854,72;4;236,26
