ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
CA-2014-152975;15-09-2014;17-09-2014;Primeira Classe;Alto
MX-2013-123463;20-07-2013;27-07-2013;Classe Padrao;Baixo
MX-2013-165064;29-03-2013;01-04-2013;Segunda Classe;Alto
IN-2014-48261;23-10-2014;25-10-2014;Primeira Classe;Critico
MX-2014-126711;24-06-2014;26-06-2014;Segunda Classe;Alto
MX-2013-141474;30-10-2013;05-11-2013;Classe Padrao;Baixo
IN-2013-20177;04-05-2013;06-05-2013;Primeira Classe;Alto
CA-2014-141733;08-05-2014;12-05-2014;Classe Padrao;Alto
ZA-2011-8980;08-09-2011;10-09-2011;Segunda Classe;Critico
ES-2012-2183106;22-04-2012;26-04-2012;Classe Padrao;Medio
SF-2013-9730;30-10-2013;04-11-2013;Segunda Classe;Alto
IN-2011-74490;16-04-2011;17-04-2011;Primeira Classe;Alto
CA-2012-102281;12-10-2012;14-10-2012;Primeira Classe;Critico
CA-2014-120138;26-05-2014;26-05-2014;Mesmo Dia;Critico
IN-2014-10979;31-10-2014;04-11-2014;Classe Padrao;Medio
IN-2013-72740;12-04-2013;14-04-2013;Primeira Classe;Critico
IN-2013-15277;11-11-2013;11-11-2013;Mesmo Dia;Critico
IT-2012-2619984;13-10-2012;17-10-2012;Classe Padrao;Alto
ID-2012-81056;13-10-2012;16-10-2012;Segunda Classe;Critico
IN-2014-27303;30-01-2014;03-02-2014;Classe Padrao;Alto
CG-2012-6760;12-10-2012;16-10-2012;Segunda Classe;Medio
CA-2013-114489;06-12-2013;10-12-2013;Classe Padrao;Alto
CA-2014-160885;03-12-2014;07-12-2014;Classe Padrao;Alto
ID-2013-69345;19-09-2013;23-09-2013;Classe Padrao;Alto
MX-2012-122756;31-12-2012;05-01-2013;Classe Padrao;Alto
ES-2014-4107155;29-12-2014;31-12-2014;Segunda Classe;Alto
MX-2013-147844;15-11-2013;19-11-2013;Classe Padrao;Alto
CA-2011-116246;12-09-2011;17-09-2011;Segunda Classe;Medio
CA-2014-143686;15-05-2014;15-05-2014;Mesmo Dia;Alto
ID-2014-27765;08-09-2014;11-09-2014;Primeira Classe;Medio
ES-2013-5135305;17-06-2013;19-06-2013;Primeira Classe;Alto
MX-2011-131478;08-12-2011;08-12-2011;Mesmo Dia;Alto
IN-2014-57837;19-09-2014;21-09-2014;Segunda Classe;Alto
CA-2013-133711;27-11-2013;30-11-2013;Primeira Classe;Medio
IZ-2014-7800;10-02-2014;14-02-2014;Classe Padrao;Alto
ES-2014-1107818;08-02-2014;11-02-2014;Primeira Classe;Alto
ID-2013-60896;05-08-2013;07-08-2013;Primeira Classe;Critico
IR-2014-890;15-04-2014;18-04-2014;Primeira Classe;Critico
CA-2011-163223;21-03-2011;25-03-2011;Classe Padrao;Medio
IN-2014-16887;05-05-2014;07-05-2014;Segunda Classe;Alto
ES-2013-1525878;04-11-2013;06-11-2013;Segunda Classe;Critico
ES-2014-3691479;10-06-2014;12-06-2014;Primeira Classe;Medio
ES-2012-3533091;31-08-2012;02-09-2012;Segunda Classe;Critico
IN-2013-72390;20-06-2013;22-06-2013;Segunda Classe;Critico
HU-2014-960;23-08-2014;28-08-2014;Classe Padrao;Medio
US-2012-110436;28-05-2012;29-05-2012;Primeira Classe;Critico
LI-2014-5380;19-05-2014;21-05-2014;Segunda Classe;Critico
SF-2013-8920;29-04-2013;30-04-2013;Primeira Classe;Critico
MX-2014-117051;12-10-2014;15-10-2014;Primeira Classe;Alto
MX-2014-133830;15-04-2014;17-04-2014;Primeira Classe;Critico
ES-2014-3540255;28-11-2014;03-12-2014;Classe Padrao;Alto
GG-2012-8530;11-05-2012;13-05-2012;Segunda Classe;Alto
IN-2013-60546;18-06-2013;24-06-2013;Classe Padrao;Medio
IN-2012-44278;04-05-2012;06-05-2012;Segunda Classe;Alto
IN-2011-35178;11-11-2011;15-11-2011;Classe Padrao;Medio
ES-2014-2421154;24-12-2014;24-12-2014;Mesmo Dia;Medio
MX-2014-123512;15-05-2014;19-05-2014;Classe Padrao;Alto
PL-2014-9210;09-12-2014;12-12-2014;Primeira Classe;Alto
IN-2011-43375;07-12-2011;11-12-2011;Classe Padrao;Alto
IT-2013-4559122;10-09-2013;15-09-2013;Segunda Classe;Medio
AL-2011-7440;03-03-2011;05-03-2011;Segunda Classe;Alto
ID-2012-39903;02-01-2012;06-01-2012;Classe Padrao;Alto
ID-2012-48639;30-10-2012;03-11-2012;Classe Padrao;Medio
IN-2013-42864;19-11-2013;19-11-2013;Mesmo Dia;Alto
RS-2013-7430;15-08-2013;17-08-2013;Segunda Classe;Medio
IN-2013-41975;08-06-2013;08-06-2013;Mesmo Dia;Alto
IN-2014-78725;02-10-2014;06-10-2014;Classe Padrao;Alto
ES-2014-4089082;27-02-2014;03-03-2014;Classe Padrao;Alto
IN-2013-11938;31-10-2013;04-11-2013;Classe Padrao;Medio
IN-2013-34170;18-12-2013;25-12-2013;Classe Padrao;Medio
IN-2014-53427;09-05-2014;15-05-2014;Classe Padrao;Baixo
IN-2014-41786;04-07-2014;08-07-2014;Classe Padrao;Medio
ES-2012-1691714;17-05-2012;21-05-2012;Classe Padrao;Alto
IN-2011-51740;03-08-2011;06-08-2011;Segunda Classe;Critico
CA-2013-107783;29-07-2013;30-07-2013;Primeira Classe;Alto
CD-2013-4900;14-02-2013;16-02-2013;Segunda Classe;Critico
IN-2012-63787;23-05-2012;23-05-2012;Mesmo Dia;Critico
MW-2014-7130;04-08-2014;09-08-2014;Segunda Classe;Medio
MX-2013-147690;13-11-2013;18-11-2013;Classe Padrao;Alto
IN-2014-34317;12-02-2014;14-02-2014;Segunda Classe;Medio
MX-2014-127005;11-11-2014;14-11-2014;Primeira Classe;Critico
IN-2013-26519;30-03-2013;01-04-2013;Primeira Classe;Medio
CA-2013-1260;24-08-2013;26-08-2013;Segunda Classe;Medio
CA-2014-123967;02-11-2014;04-11-2014;Segunda Classe;Medio
IN-2013-57914;19-08-2013;21-08-2013;Segunda Classe;Medio
ES-2014-2598901;29-05-2014;31-05-2014;Segunda Classe;Critico
IR-2012-1470;22-08-2012;29-08-2012;Classe Padrao;Baixo
WA-2014-7260;05-07-2014;05-07-2014;Mesmo Dia;Alto
IT-2012-2093927;14-03-2012;17-03-2012;Primeira Classe;Alto
CA-2014-113418;02-10-2014;04-10-2014;Primeira Classe;Alto
MX-2014-167325;16-09-2014;18-09-2014;Primeira Classe;Alto
IN-2014-68057;07-08-2014;12-08-2014;Classe Padrao;Medio
IN-2013-16999;09-09-2013;09-09-2013;Mesmo Dia;Alto
MX-2014-139164;08-09-2014;11-09-2014;Primeira Classe;Critico
CA-2011-145387;31-10-2011;02-11-2011;Segunda Classe;Medio
MX-2012-131758;17-10-2012;21-10-2012;Classe Padrao;Alto
ID-2014-74238;17-02-2014;18-02-2014;Primeira Classe;Alto
IN-2012-27583;24-02-2012;29-02-2012;Classe Padrao;Medio
IN-2012-56073;03-12-2012;10-12-2012;Classe Padrao;Medio
IN-2012-37698;12-12-2012;14-12-2012;Primeira Classe;Critico
IN-2014-25063;16-06-2014;21-06-2014;Classe Padrao;Alto
ES-2012-5420110;20-12-2012;22-12-2012;Primeira Classe;Alto
MX-2014-169313;13-05-2014;17-05-2014;Classe Padrao;Alto
CA-2014-158729;20-12-2014;22-12-2014;Primeira Classe;Alto
IN-2014-80286;07-11-2014;11-11-2014;Classe Padrao;Alto
IT-2013-3695467;10-06-2013;14-06-2013;Classe Padrao;Medio
IN-2012-75904;10-05-2012;12-05-2012;Primeira Classe;Alto
IN-2013-71333;13-09-2013;13-09-2013;Mesmo Dia;Critico
IN-2013-25560;25-07-2013;28-07-2013;Primeira Classe;Medio
IN-2014-25847;11-10-2014;14-10-2014;Segunda Classe;Alto
MX-2011-125045;22-11-2011;25-11-2011;Primeira Classe;Critico
CA-2013-128818;08-05-2013;12-05-2013;Classe Padrao;Medio
US-2014-168046;25-10-2014;25-10-2014;Mesmo Dia;Critico
US-2012-100377;28-08-2012;01-09-2012;Classe Padrao;Medio
MA-2013-1850;14-10-2013;15-10-2013;Primeira Classe;Critico
RS-2011-3350;14-02-2011;16-02-2011;Segunda Classe;Critico
IR-2011-7220;11-03-2011;13-03-2011;Segunda Classe;Critico
IN-2012-50207;03-08-2012;08-08-2012;Classe Padrao;Alto
ID-2012-17601;20-12-2012;23-12-2012;Primeira Classe;Critico
ES-2012-2224678;03-08-2012;07-08-2012;Classe Padrao;Alto
IN-2012-50788;20-06-2012;22-06-2012;Primeira Classe;Alto
MO-2013-60;08-02-2013;09-02-2013;Primeira Classe;Critico
ES-2011-5752766;28-09-2011;03-10-2011;Classe Padrao;Medio
IT-2012-5541212;23-06-2012;26-06-2012;Segunda Classe;Alto
MX-2013-148453;20-12-2013;22-12-2013;Primeira Classe;Medio
ID-2011-66475;29-08-2011;05-09-2011;Classe Padrao;Baixo
ES-2014-5295631;18-07-2014;18-07-2014;Mesmo Dia;Critico
IN-2011-76758;06-12-2011;13-12-2011;Classe Padrao;Medio
ES-2014-1015287;16-04-2014;16-04-2014;Mesmo Dia;Critico
CA-2014-136308;17-11-2014;17-11-2014;Mesmo Dia;Alto
AU-2011-0;02-09-2011;02-09-2011;Mesmo Dia;Critico
ES-2013-2003988;01-08-2013;02-08-2013;Primeira Classe;Alto
ES-2014-1356130;06-08-2014;07-08-2014;Primeira Classe;Critico
IN-2014-34632;20-11-2014;23-11-2014;Primeira Classe;Medio
MX-2012-111178;04-05-2012;09-05-2012;Classe Padrao;Medio
MO-2012-100;27-08-2012;31-08-2012;Classe Padrao;Alto
UP-2013-910;24-12-2013;29-12-2013;Segunda Classe;Medio
IT-2013-2494403;29-01-2013;31-01-2013;Segunda Classe;Alto
CA-2013-162236;05-11-2013;07-11-2013;Segunda Classe;Critico
IN-2012-44068;30-11-2012;04-12-2012;Segunda Classe;Alto
MX-2013-137330;21-05-2013;23-05-2013;Segunda Classe;Alto
CA-2011-108609;31-10-2011;02-11-2011;Segunda Classe;Critico
ES-2014-1393638;27-06-2014;28-06-2014;Primeira Classe;Medio
CA-2011-164973;04-11-2011;09-11-2011;Classe Padrao;Alto
MX-2013-105585;25-07-2013;28-07-2013;Primeira Classe;Medio
CA-2011-116666;08-05-2011;10-05-2011;Primeira Classe;Medio
IN-2011-33183;27-10-2011;29-10-2011;Segunda Classe;Medio
CA-2013-139997;02-07-2013;04-07-2013;Primeira Classe;Medio
IN-2012-83471;26-12-2012;27-12-2012;Primeira Classe;Critico
US-2012-126214;21-12-2012;24-12-2012;Segunda Classe;Alto
IN-2012-80391;07-05-2012;10-05-2012;Primeira Classe;Medio
IN-2011-19330;08-01-2011;12-01-2011;Segunda Classe;Medio
CA-2013-147256;18-10-2013;22-10-2013;Segunda Classe;Alto
CA-2012-8790;07-07-2012;09-07-2012;Primeira Classe;Alto
IT-2011-4752666;18-06-2011;20-06-2011;Segunda Classe;Alto
ES-2012-2287053;10-01-2012;11-01-2012;Primeira Classe;Critico
ES-2014-4472745;11-02-2014;15-02-2014;Classe Padrao;Alto
CA-2013-155845;13-08-2013;16-08-2013;Segunda Classe;Alto
IN-2012-53420;12-04-2012;14-04-2012;Segunda Classe;Critico
ES-2014-5474746;03-01-2014;04-01-2014;Mesmo Dia;Alto
CA-2013-110492;12-02-2013;14-02-2013;Primeira Classe;Critico
IN-2014-58460;13-12-2014;19-12-2014;Classe Padrao;Medio
US-2014-102890;01-07-2014;01-07-2014;Mesmo Dia;Alto
CA-2014-141789;04-10-2014;07-10-2014;Primeira Classe;Medio
IT-2014-2185471;07-10-2014;08-10-2014;Primeira Classe;Critico
UP-2013-1070;20-06-2013;24-06-2013;Classe Padrao;Alto
IN-2014-79544;11-07-2014;14-07-2014;Primeira Classe;Alto
ES-2014-3535439;24-04-2014;27-04-2014;Segunda Classe;Medio
MX-2011-134705;04-05-2011;08-05-2011;Classe Padrao;Alto
IN-2011-10055;06-10-2011;10-10-2011;Classe Padrao;Medio
MX-2014-157077;12-11-2014;16-11-2014;Classe Padrao;Alto
CA-2014-122490;14-11-2014;19-11-2014;Classe Padrao;Medio
ES-2013-1706935;05-04-2013;08-04-2013;Primeira Classe;Medio
US-2013-126452;22-08-2013;29-08-2013;Classe Padrao;Baixo
IT-2014-3335279;10-07-2014;14-07-2014;Segunda Classe;Alto
IN-2014-78186;06-10-2014;12-10-2014;Classe Padrao;Medio
MX-2013-101077;01-06-2013;07-06-2013;Classe Padrao;Baixo
SF-2012-9340;20-08-2012;22-08-2012;Primeira Classe;Critico
RS-2011-7040;30-08-2011;30-08-2011;Mesmo Dia;Alto
ES-2012-5708011;04-12-2012;05-12-2012;Primeira Classe;Critico
ID-2014-42262;13-10-2014;18-10-2014;Classe Padrao;Alto
IT-2013-4354136;19-12-2013;21-12-2013;Segunda Classe;Critico
IN-2012-29130;16-06-2012;22-06-2012;Classe Padrao;Medio
IN-2013-47071;20-08-2013;20-08-2013;Mesmo Dia;Critico
MX-2012-132038;21-06-2012;25-06-2012;Classe Padrao;Alto
MX-2012-167892;23-05-2012;25-05-2012;Primeira Classe;Medio
ES-2013-4477075;30-04-2013;03-05-2013;Primeira Classe;Medio
ES-2012-5168556;15-06-2012;15-06-2012;Mesmo Dia;Alto
ES-2013-4100927;18-12-2013;22-12-2013;Classe Padrao;Alto
CA-2014-131254;20-11-2014;22-11-2014;Primeira Classe;Alto
ID-2014-29032;21-07-2014;25-07-2014;Classe Padrao;Alto
US-2014-167402;14-01-2014;19-01-2014;Segunda Classe;Medio
MX-2013-140382;26-02-2013;01-03-2013;Primeira Classe;Medio
IT-2011-3410434;26-11-2011;30-11-2011;Classe Padrao;Alto
IN-2012-51810;20-08-2012;24-08-2012;Classe Padrao;Medio
IN-2012-76408;24-05-2012;28-05-2012;Classe Padrao;Alto
MX-2011-115686;04-11-2011;08-11-2011;Classe Padrao;Alto
IN-2011-17594;22-09-2011;27-09-2011;Segunda Classe;Alto
IN-2013-85662;17-10-2013;19-10-2013;Segunda Classe;Critico
IN-2013-42269;05-06-2013;09-06-2013;Classe Padrao;Medio
ES-2013-5114628;14-05-2013;16-05-2013;Segunda Classe;Alto
CA-2011-126683;29-09-2011;01-10-2011;Segunda Classe;Alto
CA-2014-167752;16-01-2014;19-01-2014;Primeira Classe;Alto
IN-2013-52552;21-10-2013;24-10-2013;Segunda Classe;Critico
ES-2014-2648154;11-08-2014;14-08-2014;Primeira Classe;Critico
MX-2013-115742;04-05-2013;08-05-2013;Classe Padrao;Alto
IT-2013-1659438;15-07-2013;15-07-2013;Mesmo Dia;Critico
CA-2011-167199;07-01-2011;11-01-2011;Classe Padrao;Alto
MX-2014-107181;02-12-2014;06-12-2014;Segunda Classe;Medio
MX-2014-124002;08-01-2014;13-01-2014;Classe Padrao;Medio
US-2014-165456;01-12-2014;04-12-2014;Primeira Classe;Critico
IN-2014-25091;27-06-2014;27-06-2014;Mesmo Dia;Alto
IN-2011-24832;12-03-2011;17-03-2011;Classe Padrao;Medio
ID-2013-71522;15-01-2013;21-01-2013;Classe Padrao;Baixo
IT-2011-2051710;19-11-2011;21-11-2011;Segunda Classe;Critico
IN-2012-60126;28-08-2012;02-09-2012;Segunda Classe;Medio
QA-2014-940;24-12-2014;28-12-2014;Classe Padrao;Alto
ES-2012-2930191;16-06-2012;20-06-2012;Classe Padrao;Alto
IN-2013-50214;11-07-2013;15-07-2013;Classe Padrao;Medio
IN-2012-33288;22-05-2012;25-05-2012;Segunda Classe;Alto
ES-2014-2565448;05-08-2014;09-08-2014;Classe Padrao;Alto
CG-2014-4630;12-08-2014;15-08-2014;Segunda Classe;Critico
ES-2013-2453999;05-01-2013;10-01-2013;Classe Padrao;Medio
ID-2014-68183;29-12-2014;31-12-2014;Primeira Classe;Medio
IN-2013-48324;27-02-2013;04-03-2013;Classe Padrao;Alto
IN-2013-83191;16-12-2013;20-12-2013;Classe Padrao;Medio
US-2012-158323;04-07-2012;04-07-2012;Mesmo Dia;Critico
ES-2012-3552576;20-08-2012;24-08-2012;Classe Padrao;Alto
CA-2013-162355;01-07-2013;03-07-2013;Segunda Classe;Critico
ES-2012-5359319;03-07-2012;07-07-2012;Classe Padrao;Alto
ES-2014-3182169;29-11-2014;04-12-2014;Classe Padrao;Medio
IN-2011-52209;08-04-2011;13-04-2011;Classe Padrao;Alto
CA-2013-106530;09-05-2013;09-05-2013;Mesmo Dia;Critico
US-2013-140158;05-10-2013;09-10-2013;Classe Padrao;Medio
IN-2012-14920;19-11-2012;23-11-2012;Classe Padrao;Alto
IN-2013-73608;04-11-2013;08-11-2013;Segunda Classe;Alto
CA-2013-129630;05-09-2013;05-09-2013;Mesmo Dia;Alto
ES-2013-1776729;19-11-2013;24-11-2013;Classe Padrao;Alto
MX-2014-116267;31-12-2014;03-01-2015;Segunda Classe;Alto
CA-2013-103982;04-03-2013;09-03-2013;Classe Padrao;Medio
IT-2013-5930911;19-03-2013;19-03-2013;Mesmo Dia;Critico
ES-2012-2674466;21-03-2012;23-03-2012;Segunda Classe;Critico
IN-2014-54708;24-05-2014;29-05-2014;Segunda Classe;Medio
ES-2013-5085939;14-06-2013;16-06-2013;Primeira Classe;Medio
CA-2011-163748;14-10-2011;18-10-2011;Classe Padrao;Alto
CA-2014-121559;02-06-2014;04-06-2014;Segunda Classe;Alto
CA-2014-105214;17-06-2014;20-06-2014;Primeira Classe;Medio
MX-2013-109141;09-12-2013;11-12-2013;Segunda Classe;Critico
MX-2013-100223;09-10-2013;14-10-2013;Classe Padrao;Alto
IN-2013-59888;16-10-2013;18-10-2013;Primeira Classe;Alto
MO-2011-6660;24-12-2011;28-12-2011;Segunda Classe;Medio
MX-2013-158106;16-04-2013;19-04-2013;Primeira Classe;Alto
US-2012-134558;19-12-2012;24-12-2012;Segunda Classe;Alto
IN-2011-47596;19-10-2011;24-10-2011;Classe Padrao;Alto
IN-2011-25084;10-03-2011;12-03-2011;Primeira Classe;Critico
IN-2014-46777;25-01-2014;29-01-2014;Classe Padrao;Medio
IT-2014-5245370;18-06-2014;18-06-2014;Mesmo Dia;Alto
IN-2011-73160;24-12-2011;30-12-2011;Classe Padrao;Medio
US-2013-130855;08-01-2013;11-01-2013;Segunda Classe;Critico
MX-2013-147291;04-01-2013;10-01-2013;Classe Padrao;Medio
ES-2014-5576647;31-01-2014;04-02-2014;Classe Padrao;Alto
ES-2011-1808201;04-11-2011;06-11-2011;Segunda Classe;Critico
CA-2014-102204;02-05-2014;07-05-2014;Classe Padrao;Medio
IN-2011-12526;22-06-2011;27-06-2011;Classe Padrao;Alto
TZ-2013-3060;24-09-2013;24-09-2013;Mesmo Dia;Critico
ES-2012-3032254;30-08-2012;02-09-2012;Segunda Classe;Medio
CA-2014-118724;22-07-2014;26-07-2014;Segunda Classe;Alto
IN-2012-55625;18-12-2012;22-12-2012;Segunda Classe;Alto
MO-2013-5590;25-09-2013;01-10-2013;Classe Padrao;Baixo
MX-2014-118332;24-03-2014;28-03-2014;Classe Padrao;Alto
CA-2014-157854;09-04-2014;16-04-2014;Classe Padrao;Baixo
ES-2011-1406120;03-12-2011;03-12-2011;Mesmo Dia;Medio
IN-2014-17230;28-05-2014;01-06-2014;Classe Padrao;Alto
ES-2014-5714196;14-06-2014;17-06-2014;Segunda Classe;Alto
CF-2011-2380;12-11-2011;16-11-2011;Classe Padrao;Alto
ID-2013-76534;31-05-2013;05-06-2013;Classe Padrao;Alto
CA-2014-109085;18-02-2014;21-02-2014;Primeira Classe;Alto
RS-2011-8730;17-08-2011;19-08-2011;Primeira Classe;Critico
MX-2012-132955;06-03-2012;11-03-2012;Classe Padrao;Alto
CA-2012-160227;02-11-2012;04-11-2012;Primeira Classe;Medio
ES-2014-1133803;06-08-2014;06-08-2014;Mesmo Dia;Medio
IZ-2014-2150;18-06-2014;21-06-2014;Primeira Classe;Alto
IN-2014-43550;31-12-2014;01-01-2015;Primeira Classe;Alto
MX-2012-122329;24-09-2012;28-09-2012;Segunda Classe;Medio
CG-2013-4000;18-02-2013;23-02-2013;Segunda Classe;Medio
US-2014-105998;04-11-2014;06-11-2014;Primeira Classe;Medio
US-2012-150630;17-09-2012;21-09-2012;Classe Padrao;Medio
IN-2014-35766;24-11-2014;26-11-2014;Primeira Classe;Medio
IN-2014-17580;23-09-2014;29-09-2014;Classe Padrao;Medio
ES-2014-5507713;04-11-2014;07-11-2014;Primeira Classe;Critico
IN-2014-26120;01-09-2014;04-09-2014;Primeira Classe;Medio
US-2011-167262;31-10-2011;03-11-2011;Segunda Classe;Critico
CA-2011-141649;30-09-2011;30-09-2011;Mesmo Dia;Alto
MX-2014-101980;17-04-2014;20-04-2014;Segunda Classe;Medio
AG-2011-8180;25-02-2011;25-02-2011;Mesmo Dia;Critico
CA-2014-167395;03-12-2014;05-12-2014;Primeira Classe;Critico
IN-2014-85011;16-09-2014;20-09-2014;Segunda Classe;Medio
ES-2013-4779701;08-07-2013;11-07-2013;Primeira Classe;Medio
CA-2013-165848;05-06-2013;05-06-2013;Mesmo Dia;Alto
MX-2013-105046;31-12-2013;01-01-2014;Primeira Classe;Alto
CA-2012-164301;26-03-2012;30-03-2012;Classe Padrao;Medio
IN-2014-25014;29-01-2014;02-02-2014;Classe Padrao;Alto
TU-2011-6390;08-09-2011;10-09-2011;Segunda Classe;Critico
IT-2014-3219372;17-02-2014;21-02-2014;Classe Padrao;Alto
LH-2012-9760;30-05-2012;02-06-2012;Primeira Classe;Alto
IR-2013-3500;02-01-2013;04-01-2013;Segunda Classe;Alto
MX-2012-133305;23-11-2012;25-11-2012;Primeira Classe;Alto
SA-2014-1380;11-04-2014;17-04-2014;Classe Padrao;Baixo
EG-2012-520;03-08-2012;07-08-2012;Classe Padrao;Medio
IN-2014-17503;18-11-2014;22-11-2014;Segunda Classe;Alto
IN-2011-36711;13-12-2011;17-12-2011;Classe Padrao;Alto
ID-2014-26960;20-06-2014;23-06-2014;Segunda Classe;Medio
IN-2013-11546;21-05-2013;25-05-2013;Classe Padrao;Medio
SF-2014-3260;03-10-2014;07-10-2014;Classe Padrao;Alto
IT-2011-3911927;26-12-2011;31-12-2011;Classe Padrao;Medio
ES-2014-5852851;24-09-2014;01-10-2014;Classe Padrao;Baixo
CA-2011-124688;27-08-2011;29-08-2011;Primeira Classe;Critico
ID-2014-84269;26-08-2014;28-08-2014;Primeira Classe;Alto
SA-2014-1290;18-11-2014;21-11-2014;Segunda Classe;Critico
IN-2012-63759;01-12-2012;07-12-2012;Classe Padrao;Medio
ES-2014-1854100;06-09-2014;06-09-2014;Mesmo Dia;Alto
IT-2014-5204858;30-09-2014;02-10-2014;Primeira Classe;Critico
CA-2014-103212;14-10-2014;15-10-2014;Primeira Classe;Medio
MX-2012-102848;26-09-2012;28-09-2012;Primeira Classe;Medio
ES-2014-4675868;30-12-2014;02-01-2015;Primeira Classe;Critico
MZ-2014-5860;20-01-2014;25-01-2014;Segunda Classe;Medio
ES-2013-5785549;15-07-2013;18-07-2013;Segunda Classe;Medio
ID-2011-72894;28-02-2011;03-03-2011;Primeira Classe;Critico
ES-2014-3926182;31-03-2014;31-03-2014;Mesmo Dia;Medio
ES-2013-3650909;03-06-2013;06-06-2013;Segunda Classe;Alto
IN-2013-79992;05-03-2013;12-03-2013;Classe Padrao;Medio
CA-2014-168858;20-11-2014;24-11-2014;Classe Padrao;Alto
IN-2011-54120;23-05-2011;23-05-2011;Mesmo Dia;Alto
CA-2011-134313;01-11-2011;07-11-2011;Classe Padrao;Medio
MX-2014-120579;29-08-2014;03-09-2014;Segunda Classe;Medio
ES-2014-2275791;21-06-2014;22-06-2014;Primeira Classe;Critico
ES-2014-2513617;08-05-2014;13-05-2014;Segunda Classe;Medio
NI-2013-6450;19-08-2013;20-08-2013;Primeira Classe;Medio
ES-2013-3061639;27-06-2013;27-06-2013;Mesmo Dia;Alto
CA-2011-133592;31-12-2011;07-01-2012;Classe Padrao;Baixo
EN-2011-70;24-01-2011;24-01-2011;Mesmo Dia;Medio
IN-2014-80559;04-12-2014;08-12-2014;Classe Padrao;Medio
ES-2013-5755406;28-06-2013;04-07-2013;Classe Padrao;Baixo
MX-2012-136987;24-05-2012;26-05-2012;Segunda Classe;Critico
IN-2014-35528;08-12-2014;14-12-2014;Classe Padrao;Medio
IN-2012-33820;11-12-2012;15-12-2012;Classe Padrao;Alto
TU-2014-5220;05-03-2014;07-03-2014;Primeira Classe;Alto
IN-2014-72516;02-06-2014;04-06-2014;Primeira Classe;Medio
IN-2013-45636;25-06-2013;29-06-2013;Classe Padrao;Alto
IV-2011-1910;27-09-2011;03-10-2011;Classe Padrao;Baixo
US-2013-123526;05-06-2013;09-06-2013;Segunda Classe;Medio
ES-2013-4897406;16-10-2013;18-10-2013;Primeira Classe;Alto
CA-2013-8350;22-12-2013;24-12-2013;Segunda Classe;Alto
CA-2014-152912;10-11-2014;13-11-2014;Segunda Classe;Critico
MX-2014-137211;21-11-2014;22-11-2014;Primeira Classe;Alto
ES-2012-5149849;10-11-2012;13-11-2012;Primeira Classe;Medio
IN-2011-31594;08-06-2011;13-06-2011;Classe Padrao;Medio
IN-2014-72054;07-04-2014;12-04-2014;Classe Padrao;Alto
MX-2011-140900;18-10-2011;21-10-2011;Segunda Classe;Critico
SF-2012-9560;25-04-2012;30-04-2012;Classe Padrao;Medio
IN-2012-58887;31-08-2012;02-09-2012;Segunda Classe;Critico
MX-2012-103618;18-04-2012;21-04-2012;Segunda Classe;Medio
US-2013-156713;20-12-2013;22-12-2013;Primeira Classe;Critico
IT-2013-4063561;04-06-2013;08-06-2013;Classe Padrao;Alto
SA-2012-730;25-06-2012;01-07-2012;Classe Padrao;Medio
IN-2012-59916;16-08-2012;20-08-2012;Classe Padrao;Medio
ID-2014-43494;14-08-2014;18-08-2014;Classe Padrao;Alto
US-2014-109316;09-06-2014;11-06-2014;Primeira Classe;Medio
MX-2013-109883;03-09-2013;09-09-2013;Classe Padrao;Medio
ES-2014-1753356;29-05-2014;01-06-2014;Segunda Classe;Critico
ES-2013-3667448;24-06-2013;01-07-2013;Classe Padrao;Medio
CA-2011-128146;21-06-2011;25-06-2011;Classe Padrao;Alto
MX-2014-115105;08-05-2014;10-05-2014;Segunda Classe;Critico
US-2013-164196;12-11-2013;18-11-2013;Classe Padrao;Medio
IR-2014-7440;13-02-2014;14-02-2014;Primeira Classe;Alto
ID-2014-48849;28-11-2014;05-12-2014;Classe Padrao;Baixo
ES-2012-2212320;24-08-2012;29-08-2012;Classe Padrao;Alto
CG-2014-80;02-08-2014;08-08-2014;Classe Padrao;Baixo
IN-2013-60700;28-11-2013;30-11-2013;Segunda Classe;Alto
IN-2011-12043;19-08-2011;23-08-2011;Classe Padrao;Medio
ES-2014-5791774;13-03-2014;13-03-2014;Mesmo Dia;Medio
ES-2013-2409754;04-04-2013;07-04-2013;Primeira Classe;Critico
CA-2014-116680;05-09-2014;07-09-2014;Segunda Classe;Alto
IN-2014-47806;17-05-2014;22-05-2014;Segunda Classe;Medio
MX-2013-156062;23-04-2013;25-04-2013;Segunda Classe;Alto
CA-2014-157966;14-03-2014;14-03-2014;Mesmo Dia;Critico
ID-2012-38363;14-09-2012;16-09-2012;Primeira Classe;Alto
IN-2012-45909;05-10-2012;09-10-2012;Classe Padrao;Medio
ID-2014-79257;29-10-2014;31-10-2014;Segunda Classe;Alto
ID-2011-74175;23-11-2011;25-11-2011;Primeira Classe;Critico
IV-2014-5230;10-12-2014;13-12-2014;Segunda Classe;Critico
MX-2011-130008;09-12-2011;10-12-2011;Primeira Classe;Alto
