Id_Funcionario,Idade,Genero,Estado Civil,Departamento,Funcao,Viagem,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual
1127,39,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Frequentemente,203,3,4,12169,7,N,11,3,21,4,18,7,11,5
1128,40,Masculino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,1308,2,3,19626,1,N,14,3,21,2,20,7,4,9
1131,21,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,984,2,2,2070,1,S,11,3,2,6,2,2,2,2
1132,39,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,439,3,2,6782,9,N,15,3,9,2,5,4,0,3
1133,36,Masculino,Solteiro,Data Science,Arquiteto de Dados,Apenas Local,217,3,4,7779,2,N,20,4,18,0,11,9,0,9
1135,31,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,793,4,4,2791,0,N,12,3,3,4,2,2,2,2
1136,28,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1451,2,2,3201,0,N,17,3,6,2,5,3,0,4
1137,35,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1182,3,4,4968,1,N,11,3,5,3,5,2,0,2
1138,49,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,174,2,2,13120,6,N,17,3,22,3,9,8,2,3
1140,34,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,1003,3,3,4033,2,N,11,3,5,3,3,2,0,2
1143,29,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,490,3,2,3291,0,N,14,3,8,2,7,5,1,1
1148,42,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,188,1,4,4272,4,N,19,3,16,3,1,0,0,0
1150,29,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,718,2,4,5056,1,S,15,3,10,2,10,7,1,2
1152,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,433,4,3,2844,1,N,13,3,7,2,7,6,5,0
1154,28,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,773,2,3,2703,1,S,14,3,3,2,3,1,0,2
1156,18,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,247,3,3,1904,1,N,12,3,0,0,0,0,0,0
1157,33,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,603,3,1,8224,0,S,17,3,6,3,5,2,0,3
1158,41,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,167,3,4,4766,3,S,11,3,6,4,1,0,0,0
1160,31,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,874,3,3,2610,1,N,12,3,2,5,2,2,2,2
1161,37,Feminino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,367,2,4,5731,7,N,13,3,9,2,6,2,1,3
1162,27,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,199,2,3,2539,1,N,13,3,4,0,4,2,2,2
1163,34,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1400,3,3,5714,1,N,20,4,6,3,6,5,1,3
1164,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,528,3,3,4323,1,N,17,3,6,2,5,4,1,4
1165,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,408,2,1,7336,1,N,13,3,11,3,11,8,3,10
1166,40,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Frequentemente,593,3,3,13499,9,N,17,3,20,3,18,7,2,13
1167,42,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,481,3,1,13758,0,S,12,3,22,2,21,9,13,14
1171,42,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,647,3,1,5155,7,N,13,3,9,3,6,4,1,5
1172,35,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,982,2,3,2258,6,N,12,3,10,2,8,0,1,7
1173,24,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,477,3,2,3597,8,N,22,4,6,2,4,3,1,2
1175,28,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1485,3,4,2515,1,S,11,3,1,4,1,1,0,0
1177,26,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1384,4,4,4420,1,N,22,4,8,2,8,7,0,7
1179,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,852,2,3,6578,1,N,18,3,10,3,10,3,1,4
1180,40,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,902,2,4,4422,3,S,13,3,16,3,1,1,0,0
1182,35,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,819,2,2,10274,2,N,18,3,15,2,7,7,6,4
1184,34,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Frequentemente,669,2,1,5343,0,N,20,4,14,3,13,9,4,9
1185,35,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,636,2,4,2376,1,N,13,3,2,2,2,2,2,2
1188,43,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1372,1,3,5346,8,N,13,3,7,2,4,3,1,3
1190,32,Feminino,Divorciado,Data Science,Engenheiro de IA,Apenas Local,862,3,1,2827,1,N,12,3,1,3,1,0,0,0
1191,56,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,718,3,1,19943,4,N,13,3,28,2,5,2,4,2
1192,29,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1401,3,4,3131,1,N,13,3,10,5,10,8,0,8
1193,19,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,645,3,1,2552,1,N,25,4,1,4,1,1,0,0
1195,45,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1457,3,3,4477,4,S,19,3,7,2,3,2,0,2
1196,37,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,977,2,4,6474,1,N,13,3,14,2,14,8,3,11
1198,20,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,805,2,3,3033,1,N,12,3,2,2,2,2,1,2
1200,44,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1097,3,3,2936,1,S,11,3,6,4,6,4,0,2
1201,53,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1223,3,3,18606,3,N,18,3,26,6,7,7,4,7
1202,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,942,1,4,2168,0,S,18,3,6,2,5,4,1,3
1203,22,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1256,2,4,2853,0,S,11,3,1,5,0,0,0,0
1204,46,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1402,3,1,17048,8,N,23,4,28,2,26,15,15,9
1206,44,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,111,1,3,2290,2,N,13,3,6,3,0,0,0,0
1207,33,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,147,3,3,3600,1,N,13,3,5,2,5,4,1,4
1210,41,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,906,2,1,2107,6,N,17,3,5,2,1,0,0,0
1211,30,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1329,3,1,4115,8,N,19,3,8,3,4,3,0,3
1212,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1184,3,2,4327,5,N,12,3,5,2,0,0,0,0
1215,50,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,1421,3,1,17856,2,N,22,4,32,3,2,2,2,2
1216,28,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1179,2,1,3196,1,N,12,3,6,2,6,5,3,3
1217,46,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1450,3,2,19081,5,N,11,3,25,2,4,2,0,3
1218,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1361,3,1,8966,3,S,15,3,15,2,7,7,1,7
1219,24,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,984,3,2,2210,1,N,13,3,1,3,1,0,0,0
1220,33,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1146,3,3,4539,1,N,12,3,10,3,10,7,0,1
1221,36,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,917,1,3,2741,1,N,14,3,7,4,7,7,1,7
1224,30,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,853,3,3,3491,1,N,13,3,10,4,10,7,8,9
1225,44,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,200,3,4,4541,1,N,25,4,20,3,20,11,13,17
1226,20,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,654,4,4,2678,1,N,17,3,2,2,2,1,2,2
1228,46,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,150,3,4,7379,2,N,11,3,12,3,6,3,1,4
1231,42,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,179,4,1,6272,7,N,16,3,10,3,4,3,0,3
1233,60,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,696,4,4,5220,0,S,18,3,12,3,11,7,1,9
1234,32,Feminino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,116,2,2,2743,1,N,20,4,2,2,2,2,2,2
1235,32,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,1316,3,3,4998,4,S,14,3,10,2,8,7,0,7
1237,36,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,363,1,1,10252,2,S,21,4,17,2,7,7,7,7
1238,33,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,117,3,4,2781,0,N,13,3,15,5,14,10,4,10
1239,40,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,107,2,2,6852,7,N,12,3,7,2,5,1,1,3
1240,25,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1356,3,4,4950,0,N,14,3,5,4,4,3,1,1
1241,30,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1465,3,2,3579,0,S,21,4,12,2,11,9,5,7
1242,42,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Frequentemente,458,3,1,13191,3,S,17,3,20,6,1,0,0,0
1243,35,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1212,2,4,10377,4,S,11,3,16,6,13,2,4,12
1244,27,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1103,3,1,2235,1,S,14,3,9,3,9,7,6,8
1245,54,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,966,3,3,10502,7,N,17,3,33,2,5,4,1,4
1246,44,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1117,4,4,2011,1,N,13,3,10,5,10,5,7,7
1248,19,Feminino,Solteiro,Data Science,Cientista de Dados,Apenas Local,504,2,2,1859,1,S,25,4,1,2,1,1,0,0
1249,29,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1010,3,4,3760,1,N,15,3,3,5,3,2,1,2
1250,54,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,685,3,4,17779,3,N,14,3,36,2,10,9,0,9
1251,31,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1332,3,1,6833,1,S,12,3,6,2,6,5,0,1
1252,31,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1062,2,1,6812,1,N,19,3,10,2,10,9,1,8
1254,59,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,326,2,4,5171,5,N,17,3,13,2,6,1,0,5
1255,43,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,920,1,4,19740,3,N,14,3,25,2,8,7,0,7
1256,49,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1098,2,3,18711,2,N,13,3,23,2,1,0,0,0
1257,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,469,3,2,3692,1,N,12,3,12,2,11,10,0,7
1258,48,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,969,4,2,2559,5,N,11,3,7,4,1,0,0,0
1259,27,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1167,3,3,2517,1,N,11,3,5,2,5,3,0,3
1260,29,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1329,3,4,6623,1,S,11,3,6,2,6,0,1,0
1263,48,Masculino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,715,2,4,18265,6,N,12,3,25,3,1,0,0,0
1264,29,Feminino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,694,2,4,16124,3,N,14,3,9,2,7,7,1,7
1265,34,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1320,4,3,2585,0,N,17,3,2,5,1,0,0,0
1267,44,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1099,3,2,18213,7,N,11,3,26,5,22,9,3,10
1268,33,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,536,4,3,8380,0,S,14,3,10,3,9,8,0,8
1269,19,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,265,4,4,2994,1,S,12,3,1,2,1,0,0,1
1270,23,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,373,3,3,1223,1,N,22,4,1,2,1,0,0,1
1273,25,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,599,1,4,1118,1,S,14,3,1,4,1,0,1,0
1275,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,583,3,4,2875,1,S,20,4,8,2,8,5,2,2
1277,45,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1449,1,2,18824,2,S,16,3,26,2,24,10,1,11
1278,55,Masculino,Divorciado,Data Science,Engenheiro de Dados,Apenas Local,177,2,2,13577,1,S,15,3,34,3,33,9,15,0
1279,21,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,251,2,3,2625,1,N,20,4,2,2,2,2,2,2
1280,46,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,168,2,2,18789,2,N,14,3,26,2,11,4,0,8
1281,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,131,3,1,4538,0,S,12,3,4,3,3,2,0,2
1282,51,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,237,3,2,19847,4,S,24,4,31,5,29,10,11,10
1283,59,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1429,3,4,10512,6,N,12,3,25,6,9,7,5,4
1285,34,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,135,3,2,4444,4,N,13,3,15,2,11,8,5,10
1286,28,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,791,3,3,2154,0,S,11,3,5,2,4,2,0,2
1288,44,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1199,4,1,19190,1,N,14,3,26,4,25,9,14,13
1289,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,648,2,2,4490,4,N,11,3,14,5,10,9,1,8
1291,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,735,3,3,3506,0,S,14,3,4,3,3,2,2,2
1292,42,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,603,4,2,2372,6,S,16,3,18,2,1,0,0,0
1293,43,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,531,2,4,10231,3,N,14,3,23,3,21,7,15,17
1294,36,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,429,3,2,5410,9,S,11,3,18,2,16,14,5,12
1295,44,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,621,3,4,7978,1,N,11,3,10,2,10,7,0,5
1296,28,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,193,2,4,3867,1,S,12,3,2,2,2,2,2,2
1297,51,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,968,2,3,2838,0,N,14,3,8,6,7,0,7,7
1298,30,Feminino,Solteiro,Data Science,Arquiteto de Dados,Apenas Local,879,3,3,4695,7,S,18,3,10,3,8,4,1,7
1299,29,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,806,3,3,3339,3,S,13,3,10,2,7,7,7,7
1301,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,640,3,1,2080,2,N,11,3,5,2,3,2,1,2
1303,25,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,266,3,2,2096,1,N,18,3,2,3,2,2,2,1
1304,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,604,4,4,6209,1,N,15,3,10,4,10,7,0,8
1306,45,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,364,3,2,18061,3,N,22,4,22,4,0,0,0,0
1307,39,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,412,2,2,17123,6,S,13,3,21,4,19,9,15,2
1308,58,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,848,3,3,2372,1,N,12,3,2,3,2,2,2,2
1309,32,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1089,3,3,4883,1,N,18,3,10,3,10,4,1,1
1310,39,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,360,3,1,3904,0,N,13,3,6,2,5,2,0,3
1311,30,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1138,2,4,4627,0,N,12,3,10,6,9,2,6,7
1312,36,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,325,3,3,7094,3,N,12,3,10,0,7,7,1,7
1314,46,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,991,3,1,3423,6,N,12,3,10,3,7,6,5,7
1315,28,Feminino,Casado,Data Science,Analista de Dados,Apenas Local,1476,1,4,6674,0,N,11,3,10,6,9,8,7,5
1317,50,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1322,3,1,16880,4,S,11,3,25,2,3,2,1,2
1318,40,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,299,2,2,9094,2,S,12,3,9,2,5,4,1,0
1319,52,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1030,3,2,8446,9,S,19,3,10,2,8,7,7,7
1321,30,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,634,3,1,11916,1,S,23,4,9,2,9,1,0,8
1322,39,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,524,3,3,4534,0,N,11,3,9,6,8,7,1,7
1324,31,Feminino,Divorciado,Data Science,Cientista de Dados,Apenas Local,587,3,3,9852,1,S,19,3,10,5,10,8,9,6
1329,41,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,256,1,2,6151,1,N,13,3,19,4,19,2,11,9
1331,31,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,1060,3,2,2302,1,S,11,3,3,2,3,2,2,2
1333,44,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,935,3,1,2362,4,N,12,3,10,4,3,2,1,2
1334,42,Masculino,Casado,Data Science,Engenheiro de IA,Apenas Local,495,3,3,17861,0,S,13,3,21,3,20,8,2,10
1336,55,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,282,1,3,19187,4,N,14,3,23,5,19,9,9,11
1338,56,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,206,3,2,19717,6,N,14,3,36,4,7,3,7,7
1340,40,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,458,3,3,3544,9,N,16,3,6,0,4,2,0,0
1344,34,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,943,3,4,8500,0,N,11,3,10,0,9,7,1,6
1346,40,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,523,3,4,4661,1,N,13,3,9,4,9,8,8,8
1349,41,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1018,3,1,4103,0,N,17,3,10,2,9,3,1,7
1350,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,482,3,3,4249,1,S,11,3,9,3,9,6,1,1
1352,51,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,770,3,2,14026,1,S,11,3,33,2,33,9,0,10
1355,38,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1009,3,1,6893,3,N,15,3,11,3,7,7,1,7
1356,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,507,3,1,6125,1,N,12,3,10,6,10,8,9,6
1358,25,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,882,3,4,3669,3,N,11,3,7,6,3,2,1,2
1360,58,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,601,2,1,10008,7,S,14,3,31,0,10,9,5,9
1361,40,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,329,3,2,2387,3,N,22,4,7,3,4,2,0,3
1362,36,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,607,4,1,4639,2,N,16,3,17,2,15,7,6,13
1363,48,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,855,3,4,7898,1,N,11,3,11,2,10,9,0,8
1364,27,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1291,4,4,2534,8,N,14,3,5,4,1,0,0,0
1367,51,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1405,2,2,13142,3,N,16,3,29,1,5,2,0,3
1368,18,Feminino,Solteiro,Data Science,Analista de Dados,Apenas Local,1124,3,4,1611,1,N,15,3,0,5,0,0,0,0
1369,35,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,817,2,4,5363,0,N,12,3,10,0,9,7,0,0
1371,27,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,793,1,4,5071,3,N,20,4,8,3,6,2,0,0
1372,55,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,267,4,3,13695,6,S,17,3,24,2,19,7,3,8
1373,56,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,1369,3,2,13402,4,S,12,3,33,0,19,16,15,9
1374,34,Feminino,Divorciado,Data Science,Cientista de Dados,Apenas Local,999,2,3,2029,1,N,20,4,5,2,5,4,0,0
1375,40,Feminino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1202,4,3,6377,5,N,20,4,15,0,12,11,11,8
1377,34,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,285,3,3,5429,4,N,13,3,10,1,8,7,7,7
1379,31,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,703,2,4,2785,7,N,14,3,3,3,1,0,0,0
1380,35,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,662,3,3,4614,0,S,18,3,5,0,4,2,3,2
1382,38,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,693,4,3,2610,1,N,11,3,4,2,4,2,0,3
1383,34,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,404,3,4,6687,1,N,11,3,14,2,14,11,4,11
1387,28,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,736,2,1,4724,1,N,11,3,5,0,5,3,0,4
1389,31,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,330,3,3,6179,1,S,15,3,10,3,10,2,6,7
1390,39,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1498,2,4,6120,3,S,12,3,8,2,5,4,1,4
1391,51,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,541,3,2,10596,2,N,11,3,14,5,4,2,3,2
1392,41,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1200,3,4,5467,3,S,14,3,12,4,6,2,3,3
1394,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1439,3,3,2996,7,S,15,3,8,2,6,4,1,3
1395,33,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1111,3,4,9998,6,N,13,3,8,2,5,4,1,2
1396,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,499,3,2,4078,0,S,13,3,4,3,3,2,1,2
1397,39,Masculino,Casado,Data Science,Engenheiro de Dados,Apenas Local,1485,3,3,10920,3,N,21,4,13,2,6,4,0,5
1399,25,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1372,4,3,6232,2,N,11,3,6,3,3,2,1,2
1401,52,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,322,4,3,13247,2,S,11,3,24,3,5,3,0,2
1402,43,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,930,2,3,4081,1,S,14,3,20,3,20,7,1,8
1403,27,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,205,2,4,5769,1,S,11,3,6,3,6,2,4,4
1405,27,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,135,3,3,2394,1,S,13,3,8,2,8,2,7,7
1407,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,683,2,4,3904,0,N,12,3,5,2,4,3,1,1
1408,42,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1147,3,1,16799,0,N,14,3,21,5,20,7,0,9
1409,52,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,258,3,1,2950,9,N,13,3,12,2,5,4,0,4
1411,37,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1462,3,3,3629,4,N,18,3,8,6,3,2,0,2
1412,35,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,200,3,4,9362,2,N,11,3,10,2,2,2,2,2
1415,25,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,949,3,4,3229,4,N,11,3,7,2,3,2,0,2
1417,26,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,652,4,1,3578,0,N,12,3,8,2,7,7,0,7
1419,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,332,2,1,7988,1,N,13,3,10,3,10,9,0,9
1420,49,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,1475,2,1,4284,3,N,20,4,20,2,4,3,1,3
1421,29,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Frequentemente,337,3,4,7553,0,S,12,3,9,1,8,7,7,7
1422,54,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,971,3,4,17328,6,N,19,3,29,3,20,7,12,7
1423,58,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1055,3,1,19701,3,S,21,4,32,3,9,8,1,5
1424,55,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,1136,4,4,14732,2,N,13,3,31,4,7,7,0,0
1425,36,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1174,3,2,9278,3,S,16,3,15,3,5,4,0,1
1427,31,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,667,1,3,1359,1,N,12,3,1,3,1,0,0,0
1428,30,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,855,3,1,4779,7,N,14,3,8,3,3,2,0,2
1430,31,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,182,3,2,16422,3,N,11,3,9,3,3,2,1,0
